modelo,split,alpha,l2_lambda,n_observacoes,n_matches,match_rate,reward_observado_matches,reward_estimado_model_based,baseline_arm,reward_estimado_baseline,lift_absoluto_estimado,lift_relativo_estimado,pct_cellular,pct_telephone
LinTS,test_2010,0.1,10.0,2058,1455,0.706997084548105,0.5621993127147766,0.7109002352990998,cellular,0.7406072880693533,-0.029707052770253428,-0.040111747816707344,0.8576287657920311,0.1423712342079689
